Raw_Type,pslist_nproc,pslist_nppid,pslist_avg_threads,pslist_nprocs64bit,pslist_avg_handlers,dlllist_ndlls,dlllist_avg_dlls_per_proc,handles_nhandles,handles_avg_handles_per_proc,handles_nport,handles_nfile,handles_nevent,handles_ndesktop,handles_nkey,handles_nthread,handles_ndirectory,handles_nsemaphore,handles_ntimer,handles_nsection,handles_nmutant,ldrmodules_not_in_load,ldrmodules_not_in_init,ldrmodules_not_in_mem,ldrmodules_not_in_load_avg,ldrmodules_not_in_init_avg,ldrmodules_not_in_mem_avg,malfind_ninjections,malfind_commitCharge,malfind_protection,malfind_uniqueInjections,psxview_not_in_pslist,psxview_not_in_eprocess_pool,psxview_not_in_ethread_pool,psxview_not_in_pspcid_list,psxview_not_in_csrss_handles,psxview_not_in_session,psxview_not_in_deskthrd,psxview_not_in_pslist_false_avg,psxview_not_in_eprocess_pool_false_avg,psxview_not_in_ethread_pool_false_avg,psxview_not_in_pspcid_list_false_avg,psxview_not_in_csrss_handles_false_avg,psxview_not_in_session_false_avg,psxview_not_in_deskthrd_false_avg,callbacks_ncallbacks,callbacks_nanonymous,callbacks_ngeneric,modules_nmodules,svcscan_nservices,svcscan_kernel_drivers,svcscan_fs_drivers,svcscan_process_services,svcscan_shared_process_services,svcscan_interactive_process_services,svcscan_nactive,Label,SubType
F:\Run_1\005d62ccb914fe69ed4795a68a2ec0c679e4713c50a73d90524b7bac1240fefd_ransomware/raw/raw_0.bin,142,20,13.147887323943662,142,0.0,7190,52.48175182481752,50211,363.8478260869565,0,2629,11455,145,3754,2252,322,2614,341,972,837,401,540,401,0.053042328042328,0.0714285714285714,0.053042328042328,24,1889,24,6,3,0,4,145,10,0,145,0.0206896551724137,0.0,0.0275862068965517,1.0,0.0689655172413793,0.0,1.0,258,217,17,175,1473,750,85,151,2,2,402,Malware,Ransomware
F:\Run_1\005d62ccb914fe69ed4795a68a2ec0c679e4713c50a73d90524b7bac1240fefd_ransomware/raw/raw_1.bin,153,20,10.31372549019608,153,0.0,7526,52.263888888888886,53017,363.13013698630135,0,2121,11934,156,3995,1977,343,2846,381,1218,811,710,868,710,0.0870311350821279,0.1063986271144888,0.0870311350821279,24,1889,24,6,7,0,7,159,15,0,159,0.0440251572327044,0.0,0.0440251572327044,1.0,0.0943396226415094,0.0,1.0,258,217,25,175,1424,719,85,154,2,2,392,Malware,Ransomware
F:\Run_1\005d62ccb914fe69ed4795a68a2ec0c679e4713c50a73d90524b7bac1240fefd_ransomware/raw/raw_2.bin,155,17,10.258064516129032,155,0.0,7328,52.34285714285714,52861,357.1689189189189,0,2089,11737,157,4152,1899,352,2823,389,1257,857,886,1032,886,0.1084720861900098,0.1263467189030362,0.1084720861900098,20,814,20,6,9,0,7,164,20,0,164,0.0548780487804878,0.0,0.0426829268292682,1.0,0.1219512195121951,0.0,1.0,264,223,25,175,1474,745,87,159,2,2,391,Malware,Ransomware
F:\Run_1\0b797c9efb374e8f6bc49057367a5b3fc3c6e45885a476953b102c971698d8dd_ransomware/raw/raw_0.bin,140,20,12.857142857142858,139,0.0,6825,50.93283582089552,48186,356.93333333333334,0,2501,11093,145,3572,2165,318,2467,305,907,813,382,521,382,0.053322166387493,0.0727247347850363,0.053322166387493,28,1472,28,7,5,0,7,144,14,0,144,0.0347222222222222,0.0,0.0486111111111111,1.0,0.0972222222222222,0.0,1.0,257,217,17,175,1439,729,86,148,2,2,389,Malware,Ransomware
F:\Run_1\0b797c9efb374e8f6bc49057367a5b3fc3c6e45885a476953b102c971698d8dd_ransomware/raw/raw_1.bin,144,17,9.875,143,0.0,6917,51.23703703703704,48019,347.963768115942,0,1958,10856,149,3636,1742,324,2478,326,954,728,543,678,543,0.0743224746783465,0.0928004379961675,0.0743224746783465,15,144,15,6,9,0,11,151,18,0,151,0.0596026490066225,0.0,0.0728476821192053,1.0,0.119205298013245,0.0,1.0,257,217,25,175,1422,720,87,151,2,2,393,Malware,Ransomware
F:\Run_1\0b797c9efb374e8f6bc49057367a5b3fc3c6e45885a476953b102c971698d8dd_ransomware/raw/raw_2.bin,149,16,10.10738255033557,148,0.0,7592,53.84397163120568,50719,354.67832167832165,0,1988,11119,154,3875,1773,338,2673,350,1030,788,575,723,575,0.0713576569868453,0.0897244973938942,0.0713576569868453,26,935,26,7,20,0,6,168,19,0,168,0.119047619047619,0.0,0.0357142857142857,1.0,0.1130952380952381,0.0,1.0,263,223,17,175,1437,729,87,152,2,2,390,Malware,Ransomware
F:\Run_1\0cb17078bb20234b689836ff48c147ebcdf4abc3fe82e42ba51454fe1cb4a1e5_ransomware/raw/raw_0.bin,149,19,21251260.100671142,144,0.0,7123,51.61594202898551,49022,350.15714285714284,0,1908,11255,143,3784,2243,333,2474,360,975,802,484,654,484,0.0643274853801169,0.0869218500797448,0.0643274853801169,28,1468,28,7,5,3,4,149,22,0,149,0.0335570469798657,0.0201342281879194,0.0268456375838926,1.0,0.1476510067114094,0.0,1.0,257,217,25,175,1433,728,84,146,2,2,377,Malware,Ransomware
F:\Run_1\0cb17078bb20234b689836ff48c147ebcdf4abc3fe82e42ba51454fe1cb4a1e5_ransomware/raw/raw_1.bin,140,17,11.135714285714286,138,0.0,6835,50.629629629629626,47382,348.3970588235294,0,1917,10790,138,3570,1952,325,2420,368,970,789,498,633,498,0.0685383980181668,0.0871180842279108,0.0685383980181668,28,1468,28,7,8,1,6,147,22,0,147,0.0544217687074829,0.0068027210884353,0.0408163265306122,1.0,0.1496598639455782,0.0,1.0,257,217,25,175,1417,718,85,152,2,2,380,Malware,Ransomware
F:\Run_1\0cb17078bb20234b689836ff48c147ebcdf4abc3fe82e42ba51454fe1cb4a1e5_ransomware/raw/raw_2.bin,134,16,8.738805970149254,132,0.0,6553,50.40769230769231,44387,338.8320610687023,0,1833,9950,132,3411,1439,307,2251,332,945,660,483,615,483,0.0686469584991472,0.0874076179647527,0.0686469584991472,28,1468,28,7,12,1,12,145,26,0,145,0.0827586206896551,0.0068965517241379,0.0827586206896551,1.0,0.1793103448275862,0.0,1.0,263,223,17,175,1420,718,86,152,2,2,377,Malware,Ransomware
F:\Run_1\0ed72a28ba5bac7f44f9e4519db5f8c8d94076d85a929c2004da1cba99559610_ransomware/raw/raw_0.bin,146,17,13.712328767123289,146,0.0,7494,53.52857142857143,51620,368.7142857142857,0,2007,11877,145,3977,2380,325,2766,352,934,950,411,550,411,0.0529980657640232,0.0709219858156028,0.0529980657640232,22,1346,22,6,9,1,7,155,15,0,155,0.0580645161290322,0.0064516129032258,0.0451612903225806,1.0,0.0967741935483871,0.0,1.0,262,217,25,175,1396,705,84,145,2,2,385,Malware,Ransomware
F:\Run_1\0ed72a28ba5bac7f44f9e4519db5f8c8d94076d85a929c2004da1cba99559610_ransomware/raw/raw_1.bin,145,18,10.420689655172414,145,0.0,7432,53.08571428571429,50465,357.9078014184397,0,2025,11414,144,3905,1904,331,2667,359,947,856,462,603,462,0.0590038314176245,0.0770114942528735,0.0590038314176245,22,1346,22,6,7,0,9,152,15,0,152,0.0460526315789473,0.0,0.0592105263157894,1.0,0.0986842105263157,0.0,1.0,262,217,25,175,1385,696,85,153,2,2,392,Malware,Ransomware
F:\Run_1\0ed72a28ba5bac7f44f9e4519db5f8c8d94076d85a929c2004da1cba99559610_ransomware/raw/raw_2.bin,143,16,8.923076923076923,143,0.0,7357,53.7007299270073,49091,358.3284671532847,0,1996,10995,141,3836,1623,320,2564,355,970,723,418,555,418,0.0557928457020822,0.0740790176187933,0.0557928457020822,22,1346,22,6,10,0,9,153,17,0,153,0.065359477124183,0.0,0.0588235294117647,1.0,0.1111111111111111,0.0,1.0,268,223,25,175,1435,723,86,158,2,2,387,Malware,Ransomware
F:\Run_1\1b99720ff518a77349947048153711262cb9bda67b98b654cd025426c440cbef_ransomware/raw/raw_0.bin,125,16,12.784,124,0.0,5879,48.99166666666667,41571,340.74590163934425,0,1728,9722,128,3046,1851,279,1824,328,884,739,359,481,359,0.0579967689822294,0.0777059773828756,0.0579967689822294,22,1346,22,6,7,0,6,132,15,0,132,0.053030303030303,0.0,0.0454545454545454,1.0,0.1136363636363636,0.0,1.0,262,217,17,175,1450,734,87,147,2,2,368,Malware,Ransomware
F:\Run_1\1b99720ff518a77349947048153711262cb9bda67b98b654cd025426c440cbef_ransomware/raw/raw_1.bin,131,16,10.045801526717558,130,0.0,6303,49.62992125984252,43269,338.0390625,0,1784,9862,134,3244,1575,292,1950,350,941,764,393,522,393,0.0587531768575272,0.0780385707878606,0.0587531768575272,22,1346,22,6,3,0,4,134,10,0,134,0.0223880597014925,0.0,0.0298507462686567,1.0,0.0746268656716417,0.0,1.0,262,217,25,176,1453,739,85,154,2,2,381,Malware,Ransomware
F:\Run_1\1b99720ff518a77349947048153711262cb9bda67b98b654cd025426c440cbef_ransomware/raw/raw_2.bin,128,15,8.8828125,127,0.0,6158,49.66129032258065,41773,334.184,0,1755,9420,132,3151,1321,286,1883,322,927,662,388,513,388,0.0593635250917992,0.0784883720930232,0.0593635250917992,22,1346,22,6,5,0,5,133,12,0,133,0.037593984962406,0.0,0.037593984962406,1.0,0.0902255639097744,0.0,1.0,268,223,25,175,1454,739,85,154,2,2,379,Malware,Ransomware
F:\Run_1\1d773d866966940f042d442b9e0cec638e733a83f7137cbdd4e70d4cb9803ada_ransomware/raw/raw_0.bin,148,20,12.75,148,0.0,7359,51.82394366197183,51027,356.83216783216784,0,1973,11771,145,3829,2304,334,2645,367,1050,869,513,654,513,0.0657439446366782,0.0838139177239523,0.0657439446366782,22,1350,22,6,14,0,9,161,20,0,161,0.0869565217391304,0.0,0.0559006211180124,1.0,0.124223602484472,0.0,1.0,258,217,25,175,1447,730,88,151,2,2,394,Malware,Ransomware
F:\Run_1\1d773d866966940f042d442b9e0cec638e733a83f7137cbdd4e70d4cb9803ada_ransomware/raw/raw_1.bin,154,20,9.987012987012989,154,0.0,7651,53.13194444444444,53079,361.0816326530612,0,2826,11844,150,4030,1945,352,2737,382,1082,882,430,573,430,0.0535225292506845,0.0713218820014936,0.0535225292506845,22,1350,22,6,11,1,9,164,25,0,164,0.0670731707317073,0.0060975609756097,0.0548780487804878,1.0,0.1524390243902439,0.0,1.0,258,217,17,175,1451,729,90,158,2,2,393,Malware,Ransomware
F:\Run_1\1d773d866966940f042d442b9e0cec638e733a83f7137cbdd4e70d4cb9803ada_ransomware/raw/raw_2.bin,148,18,10.283783783783784,146,0.0,7470,53.7410071942446,52505,372.3758865248227,0,2223,12297,144,3912,1855,336,2635,362,1112,795,582,722,582,0.0738391271250951,0.0916011164679015,0.0738391271250951,19,812,19,6,27,0,12,173,26,0,173,0.1560693641618497,0.0,0.0693641618497109,1.0,0.1502890173410404,0.0,1.0,264,223,25,175,1431,723,85,151,2,2,486,Malware,Ransomware
F:\Run_1\2c127f91b268a5e6316f343781451b76bee664638987ff6d17622be8def3f864_ransomware/raw/raw_0.bin,140,20,13.128571428571428,140,0.0,6932,51.34814814814815,48108,356.35555555555555,0,2496,11188,145,3533,2185,214,2456,319,908,795,349,483,349,0.0495809063787469,0.0686177013780366,0.0495809063787469,22,1351,22,6,2,0,3,142,11,0,142,0.0140845070422535,0.0,0.0211267605633802,1.0,0.0774647887323943,0.0,1.0,257,217,25,175,1412,711,84,150,2,2,388,Malware,Ransomware
F:\Run_1\2c127f91b268a5e6316f343781451b76bee664638987ff6d17622be8def3f864_ransomware/raw/raw_1.bin,143,17,10.13986013986014,143,0.0,6741,50.30597014925373,47916,352.3235294117647,0,1981,10966,145,3571,1793,219,2479,338,953,723,703,836,703,0.095620239390642,0.1137105549510337,0.095620239390642,15,788,15,5,14,3,5,157,22,0,157,0.0891719745222929,0.019108280254777,0.0318471337579617,1.0,0.1401273885350318,0.0,1.0,257,217,17,175,1405,714,84,146,2,2,390,Malware,Ransomware
F:\Run_1\2c127f91b268a5e6316f343781451b76bee664638987ff6d17622be8def3f864_ransomware/raw/raw_2.bin,156,24,9.89102564102564,154,0.0,7368,50.81379310344828,52833,364.36551724137934,0,2136,12594,152,4068,1864,235,2781,334,1027,886,627,792,627,0.079608938547486,0.1005586592178771,0.079608938547486,18,801,18,5,5,0,9,161,17,0,161,0.031055900621118,0.0,0.0559006211180124,1.0,0.1055900621118012,0.0,1.0,263,223,25,175,1393,707,80,146,2,2,480,Malware,Ransomware
F:\Run_1\2c719454d0de13ac4564d00aa10c9e0b005b0bc91f5fc58d3bea10f067a07413_ransomware/raw/raw_0.bin,153,20,13.594771241830063,153,0.0,7961,53.79054054054054,54413,365.18791946308727,0,2077,12539,157,4127,2423,350,2907,378,1065,1126,432,592,432,0.0517427236794825,0.0709066954126242,0.0517427236794825,22,1346,22,6,12,2,8,165,17,0,165,0.0727272727272727,0.0121212121212121,0.0484848484848484,1.0,0.103030303030303,0.0,1.0,258,217,25,175,1401,708,84,146,2,2,388,Malware,Ransomware
F:\Run_1\2c719454d0de13ac4564d00aa10c9e0b005b0bc91f5fc58d3bea10f067a07413_ransomware/raw/raw_1.bin,150,20,10.666666666666666,150,0.0,7680,52.96551724137931,51932,355.6986301369863,0,2037,11757,152,3987,2026,343,2695,384,1054,901,447,594,447,0.0551919990122237,0.0733423879491295,0.0551919990122237,22,1346,22,6,11,3,9,161,19,0,161,0.0683229813664596,0.0186335403726708,0.0559006211180124,1.0,0.1180124223602484,0.0,1.0,258,217,25,175,1408,715,85,150,2,2,399,Malware,Ransomware
F:\Run_1\2c719454d0de13ac4564d00aa10c9e0b005b0bc91f5fc58d3bea10f067a07413_ransomware/raw/raw_2.bin,144,20,8.756944444444445,144,0.0,7220,52.7007299270073,48206,349.3188405797101,0,1918,10759,143,3716,1527,320,2507,347,1013,730,414,556,414,0.0552958461332977,0.0742620542273273,0.0552958461332977,22,1346,22,6,11,0,11,155,20,0,155,0.0709677419354838,0.0,0.0709677419354838,1.0,0.1290322580645161,0.0,1.0,264,223,17,175,1459,742,85,156,2,2,389,Malware,Ransomware
F:\Run_1\2d2fa95aa9bf662fdcd71d75dc4ddb6e322b3db907d7555450c5db9def301012_ransomware/raw/raw_0.bin,129,18,12.48062015503876,127,0.0,5957,48.82786885245902,42286,341.01612903225805,0,1764,9818,133,3126,1864,292,1842,333,901,748,362,485,362,0.0576433121019108,0.0772292993630573,0.0576433121019108,20,809,20,6,8,1,7,137,17,0,137,0.0583941605839416,0.0072992700729927,0.0510948905109489,1.0,0.1240875912408759,0.0,1.0,258,217,25,175,1440,728,86,147,2,2,375,Malware,Ransomware
F:\Run_1\2d2fa95aa9bf662fdcd71d75dc4ddb6e322b3db907d7555450c5db9def301012_ransomware/raw/raw_1.bin,135,18,10.02962962962963,133,0.0,6386,49.12307692307692,44232,337.64885496183206,0,1828,10028,138,3334,1624,306,1996,355,969,818,488,620,488,0.0710748616370521,0.0903000291290416,0.0710748616370521,22,1347,22,6,7,0,8,142,15,0,142,0.0492957746478873,0.0,0.056338028169014,1.0,0.1056338028169014,0.0,1.0,258,217,17,175,1431,719,86,156,2,2,382,Malware,Ransomware
F:\Run_1\2d2fa95aa9bf662fdcd71d75dc4ddb6e322b3db907d7555450c5db9def301012_ransomware/raw/raw_2.bin,134,19,8.619402985074627,132,0.0,6201,48.8267716535433,42725,331.2015503875969,0,1798,9639,136,3246,1349,302,1943,332,959,686,475,603,475,0.0715900527505651,0.0908816880180859,0.0715900527505651,22,1347,22,6,7,0,8,141,17,0,141,0.0496453900709219,0.0,0.0567375886524822,1.0,0.1205673758865248,0.0,1.0,264,223,25,175,1451,728,86,159,2,2,378,Malware,Ransomware
F:\Run_1\3a101185d6dfae71e84fb1c37bcd07da18d34b084ab6837d1c49f1bd99642bcc_ransomware/raw/raw_0.bin,143,20,12.958041958041958,142,0.0,7208,52.231884057971016,49711,362.8540145985401,0,2148,11461,146,3759,2263,328,2579,337,958,814,416,556,416,0.0546864729854081,0.073090574470882,0.0546864729854081,22,1350,22,6,7,2,6,149,15,0,149,0.046979865771812,0.0134228187919463,0.0402684563758389,1.0,0.1006711409395973,0.0,1.0,258,217,25,175,1417,709,84,147,2,3,383,Malware,Ransomware
F:\Run_1\3a101185d6dfae71e84fb1c37bcd07da18d34b084ab6837d1c49f1bd99642bcc_ransomware/raw/raw_1.bin,148,17,9.966216216216216,147,0.0,7302,52.53237410071942,49988,357.0571428571429,0,2039,11215,150,3836,1780,337,2613,362,1006,760,572,749,572,0.0739113580565964,0.0967825300426411,0.0739113580565964,20,813,20,6,8,1,8,155,17,0,155,0.0516129032258064,0.0064516129032258,0.0516129032258064,1.0,0.1096774193548387,0.0,1.0,258,217,17,175,1438,724,87,153,2,3,396,Malware,Ransomware
F:\Run_1\3a101185d6dfae71e84fb1c37bcd07da18d34b084ab6837d1c49f1bd99642bcc_ransomware/raw/raw_2.bin,163,25,9.588957055214724,160,0.0,7660,51.75675675675676,55395,366.8543046357616,0,2180,13017,159,4400,1897,363,2905,352,1095,968,765,958,765,0.0924583031182015,0.1157843848199178,0.0924583031182015,20,813,20,6,9,0,10,171,24,0,171,0.0526315789473684,0.0,0.0584795321637426,1.0,0.1403508771929824,0.0,1.0,265,223,25,175,1408,713,80,147,2,3,483,Malware,Ransomware
F:\Run_1\3a1b797876f0839e861ea4a5a44940a4fdcf84c91c12a9ff2c1f09ed01b690e1_ransomware/raw/raw_0.bin,144,19,13.194444444444445,144,0.0,7393,53.18705035971223,50752,362.5142857142857,0,2098,11630,148,3745,2341,331,2737,376,977,811,381,551,381,0.0493779160186625,0.0714100570243649,0.0493779160186625,23,1619,23,6,11,0,13,155,19,0,155,0.0709677419354838,0.0,0.0838709677419354,1.0,0.1225806451612903,0.0,1.0,258,217,25,176,1398,706,84,145,2,2,471,Malware,Ransomware
F:\Run_1\3a1b797876f0839e861ea4a5a44940a4fdcf84c91c12a9ff2c1f09ed01b690e1_ransomware/raw/raw_1.bin,146,16,9.73972602739726,146,0.0,7185,52.83088235294117,49157,353.6474820143885,0,2020,11017,145,3708,1782,328,2580,357,984,745,503,637,503,0.0682404015737349,0.0864197530864197,0.0682404015737349,20,813,20,6,14,2,9,160,21,0,160,0.0875,0.0125,0.05625,1.0,0.13125,0.0,1.0,258,217,25,176,1419,717,86,150,2,2,481,Malware,Ransomware
F:\Run_1\3a1b797876f0839e861ea4a5a44940a4fdcf84c91c12a9ff2c1f09ed01b690e1_ransomware/raw/raw_2.bin,153,16,9.594771241830063,153,0.0,7936,54.73103448275862,51787,362.1468531468532,0,2042,11350,147,4031,1754,337,2795,368,1054,840,382,529,382,0.0462918080465341,0.0641056713523994,0.0462918080465341,22,1351,22,6,12,1,13,164,21,0,164,0.073170731707317,0.0060975609756097,0.0792682926829268,1.0,0.1280487804878048,0.0,1.0,264,223,25,176,1434,723,87,153,2,2,477,Malware,Ransomware
F:\Run_1\3d32e5470e02df80ebcbcd4f6d87f2c4a9163e908e8d867aa47c217268ebc310_ransomware/raw/raw_0.bin,146,18,12.883561643835616,145,0.0,6897,50.713235294117645,47624,345.1014492753623,0,1860,10985,140,3636,2241,330,2025,337,959,816,537,675,537,0.0723914801833378,0.0909948773254246,0.0723914801833378,22,1346,22,6,4,2,4,150,19,0,150,0.0266666666666666,0.0133333333333333,0.0266666666666666,1.0,0.1266666666666666,0.0,1.0,257,217,25,175,1461,733,87,153,2,2,385,Malware,Ransomware
F:\Run_1\3d32e5470e02df80ebcbcd4f6d87f2c4a9163e908e8d867aa47c217268ebc310_ransomware/raw/raw_1.bin,141,17,10.49645390070922,140,0.0,6796,49.97058823529412,46314,338.058394160584,0,1866,10527,135,3457,1821,323,2046,353,963,815,427,565,427,0.0592890863648986,0.07845043043599,0.0592890863648986,22,1346,22,6,7,2,7,148,18,0,148,0.0472972972972973,0.0135135135135135,0.0472972972972973,1.0,0.1216216216216216,0.0,1.0,257,217,17,175,1435,722,87,156,2,2,388,Malware,Ransomware
F:\Run_1\3d32e5470e02df80ebcbcd4f6d87f2c4a9163e908e8d867aa47c217268ebc310_ransomware/raw/raw_2.bin,138,16,9.565217391304348,137,0.0,6738,50.28358208955224,45499,337.02962962962965,0,1839,10221,134,3409,1642,318,2026,328,951,692,426,562,426,0.0596137699412258,0.0786453960257486,0.0596137699412258,22,1346,22,6,9,0,9,147,19,0,147,0.0612244897959183,0.0,0.0612244897959183,1.0,0.1292517006802721,0.0,1.0,263,223,25,175,1444,725,87,157,2,2,384,Malware,Ransomware
F:\Run_1\5f44120d86db22107653b15a11811e4a00a9d6052955120693270e17cd48c84d_ransomware/raw/raw_0.bin,142,20,12.880281690140846,142,0.0,7174,52.36496350364963,49832,363.73722627737226,0,2398,11359,143,3748,2248,322,2660,340,982,844,364,502,364,0.048689138576779,0.0671482075976458,0.048689138576779,22,1350,22,6,8,0,8,150,17,0,150,0.0533333333333333,0.0,0.0533333333333333,1.0,0.1133333333333333,0.0,1.0,258,217,25,176,1491,753,86,156,2,2,401,Malware,Ransomware
F:\Run_1\5f44120d86db22107653b15a11811e4a00a9d6052955120693270e17cd48c84d_ransomware/raw/raw_1.bin,145,17,9.627586206896552,145,0.0,7129,52.03649635036496,48522,354.17518248175185,0,1981,10897,143,3746,1728,321,2527,322,1001,751,495,633,495,0.0657283229318815,0.0840525826583455,0.0657283229318815,18,811,18,6,14,3,9,159,22,0,159,0.0880503144654088,0.0188679245283018,0.0566037735849056,1.0,0.1383647798742138,0.0,1.0,258,217,25,176,1443,732,85,152,2,2,406,Malware,Ransomware
F:\Run_1\5f44120d86db22107653b15a11811e4a00a9d6052955120693270e17cd48c84d_ransomware/raw/raw_2.bin,160,24,10.09375,158,0.0,7488,51.28767123287671,53322,357.86577181208054,0,2127,11725,155,4277,1863,353,3017,318,1081,941,796,988,796,0.0976327732123144,0.1211823868514657,0.0976327732123144,24,2149,24,6,7,0,8,167,20,0,167,0.0419161676646706,0.0,0.0479041916167664,1.0,0.1197604790419161,0.0,1.0,264,223,25,176,1410,714,81,150,2,2,486,Malware,Ransomware
F:\Run_1\6a94a4a1e154a240d6803bed560b35f750b9398105e4f69537ba7a7359b27110_ransomware/raw/raw_0.bin,124,18,5205.370967741936,123,0.0,6080,51.52542372881356,44505,377.16101694915255,0,1765,10407,123,3155,2065,283,2249,318,839,927,348,466,348,0.0552380952380952,0.0739682539682539,0.0552380952380952,22,1346,22,6,32,2,4,155,14,0,155,0.2064516129032258,0.0129032258064516,0.0258064516129032,1.0,0.0903225806451612,0.0,1.0,258,217,25,175,1406,711,84,148,2,2,390,Malware,Ransomware
F:\Run_1\6a94a4a1e154a240d6803bed560b35f750b9398105e4f69537ba7a7359b27110_ransomware/raw/raw_1.bin,147,17,10.687074829931973,147,0.0,7668,53.62237762237762,51553,360.5104895104895,0,2221,11654,147,3950,1965,331,2648,383,998,839,457,600,457,0.0568266600348172,0.0746083063914449,0.0568266600348172,22,1346,22,6,5,0,4,152,12,0,152,0.0328947368421052,0.0,0.0263157894736842,1.0,0.0789473684210526,0.0,1.0,258,217,25,175,1375,697,84,147,2,2,395,Malware,Ransomware
F:\Run_1\6a94a4a1e154a240d6803bed560b35f750b9398105e4f69537ba7a7359b27110_ransomware/raw/raw_2.bin,144,17,9.63888888888889,144,0.0,7362,52.96402877697842,49322,352.3,0,1983,10955,146,3807,1744,323,2540,362,979,733,442,581,442,0.057335581787521,0.0753664547930989,0.057335581787521,22,1346,22,6,10,0,9,154,18,0,154,0.0649350649350649,0.0,0.0584415584415584,1.0,0.1168831168831168,0.0,1.0,264,223,25,175,1419,718,86,151,2,2,391,Malware,Ransomware
F:\Run_1\6d0338228fb76a156167342197ae7f24c1141f2d20e466000a3cd476bc8b924f_ransomware/raw/raw_0.bin,140,20,13.214285714285714,140,0.0,7030,52.07407407407408,49063,360.75735294117646,0,2397,11276,141,3562,2235,320,2591,355,905,816,386,522,386,0.0522822700799133,0.0707029662738724,0.0522822700799133,22,1350,22,6,8,0,8,148,16,0,148,0.054054054054054,0.0,0.054054054054054,1.0,0.1081081081081081,0.0,1.0,262,217,17,176,1431,726,84,148,2,2,476,Malware,Ransomware
F:\Run_1\6d0338228fb76a156167342197ae7f24c1141f2d20e466000a3cd476bc8b924f_ransomware/raw/raw_1.bin,136,18,11.198529411764708,135,0.0,6776,52.52713178294574,46444,357.26153846153846,0,1921,10559,134,3462,1701,310,2413,324,910,708,371,501,371,0.0524159367052839,0.0707827069793727,0.0524159367052839,22,1351,22,6,17,2,11,152,21,0,152,0.1118421052631579,0.0131578947368421,0.0723684210526315,1.0,0.1381578947368421,0.0,1.0,262,217,25,176,1418,721,84,150,2,2,482,Malware,Ransomware
F:\Run_1\6d0338228fb76a156167342197ae7f24c1141f2d20e466000a3cd476bc8b924f_ransomware/raw/raw_2.bin,147,17,9.802721088435376,147,0.0,7545,53.892857142857146,49995,359.67625899280574,0,2006,11006,147,3877,1720,328,2654,352,997,802,396,537,396,0.0503368501334689,0.0682598194991737,0.0503368501334689,22,1351,22,6,15,1,14,162,25,0,162,0.0925925925925925,0.0061728395061728,0.0864197530864197,1.0,0.1543209876543209,0.0,1.0,268,223,25,176,1436,730,85,151,2,2,474,Malware,Ransomware
F:\Run_1\6d832e700137573409ed9c61670d0c8984af04377504170172048996d352d431_ransomware/raw/raw_0.bin,142,20,12.859154929577464,142,0.0,7179,52.4014598540146,49877,361.42753623188406,0,2322,11438,142,3753,2227,326,2605,336,965,852,420,559,420,0.0554675118858954,0.0738246170100369,0.0554675118858954,22,1350,22,6,11,0,10,153,19,0,153,0.0718954248366013,0.0,0.065359477124183,1.0,0.1241830065359477,0.0,1.0,263,217,25,175,1398,706,84,145,2,2,381,Malware,Ransomware
F:\Run_1\6d832e700137573409ed9c61670d0c8984af04377504170172048996d352d431_ransomware/raw/raw_1.bin,147,17,9.931972789115646,147,0.0,7104,51.85401459854015,49823,355.87857142857143,0,2038,11177,143,3840,1770,330,2621,359,1010,783,739,878,739,0.0942962868444557,0.1120326655608013,0.0942962868444557,18,801,18,5,9,0,10,156,18,0,156,0.0576923076923076,0.0,0.0641025641025641,1.0,0.1153846153846153,0.0,1.0,263,217,25,175,1403,712,84,149,2,2,391,Malware,Ransomware
F:\Run_1\6d832e700137573409ed9c61670d0c8984af04377504170172048996d352d431_ransomware/raw/raw_2.bin,154,17,9.551948051948052,154,0.0,7720,53.98601398601399,52761,358.9183673469388,0,2045,11501,152,4221,1777,347,2780,366,1102,853,517,659,517,0.0644799201795959,0.0821900723372412,0.0644799201795959,20,813,20,6,11,1,10,165,19,0,165,0.0666666666666666,0.006060606060606,0.0606060606060606,1.0,0.1151515151515151,0.0,1.0,269,223,25,175,0,0,0,0,0,0,0,Malware,Ransomware
F:\Run_1\6edf7c043348efe02d94c97a4d06ec735fb90a77ea290509e03991edadb24716_ransomware/raw/raw_0.bin,143,18,240074.8251748252,142,0.0,7409,53.68840579710145,51504,370.5323741007194,0,2009,11988,144,3851,2297,322,2703,365,1023,1040,411,551,411,0.0529434496972819,0.070977714800979,0.0529434496972819,22,1350,22,6,0,0,1,142,7,0,142,0.0,0.0,0.0070422535211267,1.0,0.0492957746478873,0.0,1.0,262,217,25,175,1521,816,84,146,2,2,389,Malware,Ransomware
F:\Run_1\6edf7c043348efe02d94c97a4d06ec735fb90a77ea290509e03991edadb24716_ransomware/raw/raw_1.bin,147,17,10.857142857142858,147,0.0,7652,54.269503546099294,51835,365.0352112676056,0,2071,11727,146,3932,2024,332,2775,383,1058,798,478,624,478,0.058859746336658,0.0768378278537126,0.058859746336658,22,1350,22,6,1,0,3,148,9,0,148,0.0067567567567567,0.0,0.0202702702702702,1.0,0.0608108108108108,0.0,1.0,262,217,25,175,1387,700,85,153,2,2,392,Malware,Ransomware
