Raw_Type,pslist_nproc,pslist_nppid,pslist_avg_threads,pslist_nprocs64bit,pslist_avg_handlers,dlllist_ndlls,dlllist_avg_dlls_per_proc,handles_nhandles,handles_avg_handles_per_proc,handles_nport,handles_nfile,handles_nevent,handles_ndesktop,handles_nkey,handles_nthread,handles_ndirectory,handles_nsemaphore,handles_ntimer,handles_nsection,handles_nmutant,ldrmodules_not_in_load,ldrmodules_not_in_init,ldrmodules_not_in_mem,ldrmodules_not_in_load_avg,ldrmodules_not_in_init_avg,ldrmodules_not_in_mem_avg,malfind_ninjections,malfind_commitCharge,malfind_protection,malfind_uniqueInjections,psxview_not_in_pslist,psxview_not_in_eprocess_pool,psxview_not_in_ethread_pool,psxview_not_in_pspcid_list,psxview_not_in_csrss_handles,psxview_not_in_session,psxview_not_in_deskthrd,psxview_not_in_pslist_false_avg,psxview_not_in_eprocess_pool_false_avg,psxview_not_in_ethread_pool_false_avg,psxview_not_in_pspcid_list_false_avg,psxview_not_in_csrss_handles_false_avg,psxview_not_in_session_false_avg,psxview_not_in_deskthrd_false_avg,callbacks_ncallbacks,callbacks_nanonymous,callbacks_ngeneric,modules_nmodules,svcscan_nservices,svcscan_kernel_drivers,svcscan_fs_drivers,svcscan_process_services,svcscan_shared_process_services,svcscan_interactive_process_services,svcscan_nactive,Label,SubType
F:\Run_1\6edf7c043348efe02d94c97a4d06ec735fb90a77ea290509e03991edadb24716_ransomware/raw/raw_2.bin,145,17,8.710344827586207,145,0.0,7445,53.94927536231884,49450,355.75539568345323,0,2000,11084,142,3850,1556,326,2673,346,1038,762,436,617,436,0.0571653336829684,0.0808968139504392,0.0571653336829684,22,1350,22,6,9,0,3,154,16,0,154,0.0584415584415584,0.0,0.0194805194805194,1.0,0.1038961038961039,0.0,1.0,269,223,25,175,1420,721,84,151,2,2,387,Malware,Ransomware
F:\Run_1\8afc51fb904b25124bd5cb41985e917333071d1af1c6ab83cc7ae408e7cb0e7e_ransomware/raw/raw_0.bin,138,20,13.101449275362318,138,0.0,6805,51.16541353383459,47313,353.0820895522388,0,1941,11062,134,3528,2167,311,2516,321,917,786,325,459,325,0.0460144414554721,0.0649865496248053,0.0460144414554721,22,1351,22,6,4,1,5,142,12,0,142,0.028169014084507,0.0070422535211267,0.0352112676056338,1.0,0.0845070422535211,0.0,1.0,258,217,17,176,1517,770,84,153,2,2,407,Malware,Ransomware
F:\Run_1\8afc51fb904b25124bd5cb41985e917333071d1af1c6ab83cc7ae408e7cb0e7e_ransomware/raw/raw_1.bin,143,18,9.692307692307692,143,0.0,6725,51.33587786259542,46310,348.1954887218045,0,1926,10615,135,3531,1688,307,2404,303,932,700,460,592,460,0.0648801128349788,0.0834978843441466,0.0648801128349788,14,804,14,6,8,1,5,150,14,0,150,0.0533333333333333,0.0066666666666666,0.0333333333333333,1.0,0.0933333333333333,0.0,1.0,258,217,25,176,1413,718,84,148,2,2,396,Malware,Ransomware
F:\Run_1\8afc51fb904b25124bd5cb41985e917333071d1af1c6ab83cc7ae408e7cb0e7e_ransomware/raw/raw_2.bin,151,17,9.596026490066226,151,0.0,7257,52.97080291970803,48781,350.9424460431655,0,1932,10822,140,3757,1712,326,2635,334,1000,762,515,654,515,0.0669700910273081,0.0850455136540962,0.0669700910273081,22,1352,22,6,5,1,6,155,14,0,155,0.032258064516129,0.0064516129032258,0.0387096774193548,1.0,0.0903225806451612,0.0,1.0,264,223,25,176,1449,736,86,153,2,2,394,Malware,Ransomware
F:\Run_1\8ba7d0adb180615be8923a26b3c3259201a73f0cb70b62f38c2d43445c2e8307_ransomware/raw/raw_0.bin,154,17,13.77922077922078,154,0.0,7554,52.82517482517483,53826,366.16326530612247,0,2050,12320,154,4070,2467,344,2864,381,1043,983,497,638,497,0.0634819261719249,0.0814918891301571,0.0634819261719249,22,1347,22,6,5,1,5,159,13,0,159,0.0314465408805031,0.0062893081761006,0.0314465408805031,1.0,0.0817610062893081,0.0,1.0,257,217,25,175,1406,709,86,147,2,2,386,Malware,Ransomware
F:\Run_1\8ba7d0adb180615be8923a26b3c3259201a73f0cb70b62f38c2d43445c2e8307_ransomware/raw/raw_1.bin,148,18,11.317567567567568,148,0.0,7645,53.83802816901409,52379,366.2867132867133,0,2073,11879,147,3995,2124,342,2768,388,1031,891,465,608,465,0.0577568003974661,0.0755185691218482,0.0577568003974661,22,1347,22,6,13,2,9,160,20,0,160,0.08125,0.0125,0.05625,1.0,0.125,0.0,1.0,259,217,25,175,1427,721,87,154,2,2,401,Malware,Ransomware
F:\Run_1\8ba7d0adb180615be8923a26b3c3259201a73f0cb70b62f38c2d43445c2e8307_ransomware/raw/raw_2.bin,152,19,9.203947368421051,152,0.0,7844,54.47222222222222,51993,358.57241379310346,0,2268,11531,151,3991,1777,340,2754,374,1047,779,447,591,447,0.0550357054912583,0.0727653287367643,0.0550357054912583,22,1347,22,6,9,0,8,161,18,0,161,0.0559006211180124,0.0,0.0496894409937888,1.0,0.1118012422360248,0.0,1.0,264,223,25,175,1443,727,87,157,2,2,390,Malware,Ransomware
F:\Run_1\8ce1c8b15d00efd8cfb7f6a37e6cb1228bba48bf7dba1b1718503f94c18a41cb_ransomware/raw/raw_0.bin,125,16,12.68,124,0.0,5891,49.09166666666667,41550,340.57377049180326,0,1732,9678,128,3052,1833,288,1809,326,885,746,357,478,357,0.0575899338603,0.0771092111630908,0.0575899338603,22,1346,22,6,6,1,5,131,13,0,131,0.0458015267175572,0.0076335877862595,0.0381679389312977,1.0,0.099236641221374,0.0,1.0,257,217,17,175,1436,728,86,146,2,2,367,Malware,Ransomware
F:\Run_1\8ce1c8b15d00efd8cfb7f6a37e6cb1228bba48bf7dba1b1718503f94c18a41cb_ransomware/raw/raw_1.bin,131,16,10.076335877862595,130,0.0,6310,49.68503937007874,43360,338.75,0,1799,9859,130,3273,1578,300,1950,348,947,801,399,528,399,0.059596713965646,0.0788648244958924,0.059596713965646,22,1346,22,6,2,0,2,133,9,0,133,0.0150375939849624,0.0,0.0150375939849624,1.0,0.0676691729323308,0.0,1.0,257,217,25,175,1422,721,85,153,2,2,374,Malware,Ransomware
F:\Run_1\8ce1c8b15d00efd8cfb7f6a37e6cb1228bba48bf7dba1b1718503f94c18a41cb_ransomware/raw/raw_2.bin,130,16,8.638461538461538,129,0.0,6133,49.86178861788618,41514,334.7903225806452,0,1755,9307,126,3158,1288,292,1867,323,926,659,387,511,387,0.0594287469287469,0.0784705159705159,0.0594287469287469,22,1346,22,6,2,1,5,131,11,0,131,0.015267175572519,0.0076335877862595,0.0381679389312977,1.0,0.0839694656488549,0.0,1.0,263,223,25,175,1423,721,85,153,2,2,372,Malware,Ransomware
F:\Run_1\02ad0044106143934cf53ce9a126c8cea29233f563aa53ca7584e30cb666a87a_spyware/raw/raw_0.bin,125,16,12.736,124,0.0,5883,49.025,41465,342.6859504132232,0,1733,9687,123,3051,1850,280,1800,321,888,758,362,484,362,0.0580314203270278,0.077588970823982,0.0580314203270278,22,1346,22,6,4,3,3,129,13,0,129,0.0310077519379844,0.0232558139534883,0.0232558139534883,1.0,0.1007751937984496,0.0,1.0,257,217,25,175,1445,730,86,148,2,2,372,Malware,Spyware
F:\Run_1\02ad0044106143934cf53ce9a126c8cea29233f563aa53ca7584e30cb666a87a_spyware/raw/raw_1.bin,133,16,10.36842105263158,132,0.0,6480,50.625,44785,344.5,0,1827,10146,131,3376,1650,298,1993,364,992,838,425,555,425,0.0616299303944315,0.0804814385150812,0.0616299303944315,23,1347,23,7,2,0,3,135,10,0,135,0.0148148148148148,0.0,0.0222222222222222,1.0,0.074074074074074,0.0,1.0,257,217,25,175,1435,724,85,155,2,2,380,Malware,Spyware
F:\Run_1\02ad0044106143934cf53ce9a126c8cea29233f563aa53ca7584e30cb666a87a_spyware/raw/raw_2.bin,133,17,8.969924812030076,132,0.0,6416,50.51968503937008,43458,336.8837209302326,0,1784,9771,130,3273,1417,297,1931,339,981,709,408,545,408,0.0599118942731277,0.080029368575624,0.0599118942731277,23,1347,23,7,2,0,3,135,12,0,135,0.0148148148148148,0.0,0.0222222222222222,1.0,0.0888888888888888,0.0,1.0,263,223,17,175,1436,724,85,155,2,2,378,Malware,Spyware
F:\Run_1\0d7f9a2daa3ce1ff75b726e758d99d622ac6e4c77ec216fc90853c356734dc76_spyware/raw/raw_0.bin,131,18,12.816793893129772,129,0.0,6143,48.37007874015748,43743,341.7421875,0,1793,10219,130,3214,1891,297,1940,334,888,795,420,549,420,0.0641809290953545,0.0838936430317848,0.0641809290953545,22,1347,22,6,10,1,9,141,17,0,141,0.0709219858156028,0.0070921985815602,0.0638297872340425,1.0,0.1205673758865248,0.0,1.0,257,217,25,175,1482,743,87,153,2,2,380,Malware,Spyware
F:\Run_1\0d7f9a2daa3ce1ff75b726e758d99d622ac6e4c77ec216fc90853c356734dc76_spyware/raw/raw_1.bin,137,18,10.065693430656934,135,0.0,6488,49.15151515151515,44754,339.04545454545456,0,1826,10186,133,3380,1551,304,2037,355,942,814,433,567,433,0.0627991298042059,0.082233502538071,0.0627991298042059,22,1347,22,6,7,0,7,144,15,0,144,0.0486111111111111,0.0,0.0486111111111111,1.0,0.1041666666666666,0.0,1.0,257,217,25,175,1519,769,87,165,2,2,401,Malware,Spyware
F:\Run_1\0d7f9a2daa3ce1ff75b726e758d99d622ac6e4c77ec216fc90853c356734dc76_spyware/raw/raw_2.bin,159,21,10.339622641509434,156,0.0,7379,50.197278911564624,50760,333.94736842105266,0,1956,11328,151,3834,1790,356,2288,358,1031,762,546,693,546,0.0694391453643647,0.0881342998855398,0.0694391453643647,22,1347,22,6,7,0,8,166,17,0,166,0.0421686746987951,0.0,0.0481927710843373,1.0,0.1024096385542168,0.0,1.0,263,223,25,175,1509,765,87,163,2,2,408,Malware,Spyware
F:\Run_1\0f335a51a72dacc839b2b03b71c9072dec7f21d354b981e192942cc205a2f29c_spyware/raw/raw_0.bin,128,16,12.6953125,127,0.0,5931,48.614754098360656,41768,339.5772357723577,0,1736,9755,129,3071,1861,289,1810,324,865,714,358,482,358,0.0571702331523474,0.0769722133503672,0.0571702331523474,22,1347,22,6,7,1,6,135,15,0,135,0.0518518518518518,0.0074074074074074,0.0444444444444444,1.0,0.1111111111111111,0.0,1.0,257,217,25,175,1451,735,87,149,2,2,373,Malware,Spyware
F:\Run_1\0f335a51a72dacc839b2b03b71c9072dec7f21d354b981e192942cc205a2f29c_spyware/raw/raw_1.bin,133,16,10.06015037593985,132,0.0,6363,49.325581395348834,43666,335.89230769230767,0,1804,9929,134,3293,1587,304,1969,347,927,771,391,520,391,0.0585154145465429,0.0778210116731517,0.0585154145465429,22,1347,22,6,8,0,8,141,15,0,141,0.0567375886524822,0.0,0.0567375886524822,1.0,0.1063829787234042,0.0,1.0,257,217,25,175,1450,736,86,155,2,2,389,Malware,Spyware
F:\Run_1\0f335a51a72dacc839b2b03b71c9072dec7f21d354b981e192942cc205a2f29c_spyware/raw/raw_2.bin,137,17,9.036496350364963,136,0.0,6544,49.954198473282446,43699,331.0530303030303,0,1822,9758,134,3265,1465,309,2009,327,938,692,397,530,397,0.0572788919347857,0.0764680421295628,0.0572788919347857,22,1347,22,6,14,0,14,151,23,0,151,0.0927152317880794,0.0,0.0927152317880794,1.0,0.152317880794702,0.0,1.0,263,223,25,175,1489,761,85,159,2,2,391,Malware,Spyware
F:\Run_1\1a7895c50ce00d72188e1ad764fc8ddc32d7f2e437e2edd10e9229807118e10f_spyware/raw/raw_0.bin,138,18,13.057971014492754,138,0.0,7036,52.90225563909775,48569,365.18045112781954,0,2376,11053,137,3634,2215,316,2661,339,965,802,385,520,385,0.051977858782233,0.0702038612123666,0.051977858782233,23,1620,23,6,5,0,1,142,13,0,142,0.0352112676056338,0.0,0.0070422535211267,1.0,0.0915492957746478,0.0,1.0,258,217,25,176,1433,723,87,147,2,2,389,Malware,Spyware
F:\Run_1\1a7895c50ce00d72188e1ad764fc8ddc32d7f2e437e2edd10e9229807118e10f_spyware/raw/raw_1.bin,141,15,9.843971631205674,141,0.0,7018,52.766917293233085,47792,359.3383458646617,0,2114,10670,141,3649,1745,315,2556,327,983,724,488,621,488,0.0657327586206896,0.0836476293103448,0.0657327586206896,22,1352,22,6,11,0,5,152,21,0,152,0.0723684210526315,0.0,0.0328947368421052,1.0,0.1381578947368421,0.0,1.0,258,217,17,176,1406,712,85,148,2,2,392,Malware,Spyware
F:\Run_1\1a7895c50ce00d72188e1ad764fc8ddc32d7f2e437e2edd10e9229807118e10f_spyware/raw/raw_2.bin,139,16,4989720.179856115,138,0.0,6986,54.15503875968992,50595,383.29545454545456,0,2050,12090,138,3770,1717,317,2713,344,1034,770,715,846,715,0.0934884937238493,0.1106171548117154,0.0934884937238493,20,1607,20,5,19,2,3,157,16,0,157,0.1210191082802547,0.0127388535031847,0.019108280254777,1.0,0.1019108280254777,0.0,1.0,264,223,25,176,1420,720,85,149,2,2,483,Malware,Spyware
F:\Run_1\1b5c3855bbbb82ddc6e11cac7f4c091b17067de3888363ae2cbb8e7052f46a54_spyware/raw/raw_0.bin,142,20,13.147887323943662,142,0.0,7058,51.89705882352941,50054,362.71014492753625,0,2725,11299,143,3699,2286,323,2650,354,941,841,486,623,486,0.0652173913043478,0.0836017176596886,0.0652173913043478,22,1351,22,6,12,0,12,154,21,0,154,0.0779220779220779,0.0,0.0779220779220779,1.0,0.1363636363636363,0.0,1.0,259,217,25,176,1470,745,84,153,2,2,399,Malware,Spyware
F:\Run_1\1b5c3855bbbb82ddc6e11cac7f4c091b17067de3888363ae2cbb8e7052f46a54_spyware/raw/raw_1.bin,137,17,9.72992700729927,137,0.0,6802,52.323076923076925,46834,360.26153846153846,0,1997,10481,138,3589,1657,307,2444,323,940,730,464,595,464,0.0644981929385599,0.0827078120656102,0.0644981929385599,22,1352,22,6,20,0,15,157,22,0,157,0.1273885350318471,0.0,0.0955414012738853,1.0,0.1401273885350318,0.0,1.0,259,217,25,176,1419,716,87,152,2,2,398,Malware,Spyware
F:\Run_1\1b5c3855bbbb82ddc6e11cac7f4c091b17067de3888363ae2cbb8e7052f46a54_spyware/raw/raw_2.bin,156,17,9.76923076923077,156,0.0,7691,53.04137931034483,52484,357.03401360544217,0,2042,11414,153,4206,1805,346,2786,355,1079,832,694,838,694,0.0841314098678627,0.1015880712813674,0.0841314098678627,22,1352,22,6,14,0,14,170,25,0,170,0.0823529411764705,0.0,0.0823529411764705,1.0,0.1470588235294117,0.0,1.0,77,35,25,175,1427,722,85,153,2,2,397,Malware,Spyware
F:\Run_1\1b87a51faddc166e36b1018f1fa7c02f6e35f9eccfef5e5a7def342afd1e36aa_spyware/raw/raw_0.bin,151,22,13.509933774834437,151,0.0,7713,53.93706293706294,51985,368.68794326241135,0,1968,11886,151,4053,2285,229,3010,359,997,973,458,624,458,0.0574799196787148,0.0783132530120482,0.0574799196787148,9,22,9,5,11,1,11,162,24,0,162,0.0679012345679012,0.0061728395061728,0.0679012345679012,1.0,0.1481481481481481,0.0,1.0,261,217,25,176,1418,721,84,150,2,2,474,Malware,Spyware
F:\Run_1\1b87a51faddc166e36b1018f1fa7c02f6e35f9eccfef5e5a7def342afd1e36aa_spyware/raw/raw_1.bin,140,17,11.364285714285714,140,0.0,6981,52.09701492537314,49432,360.8175182481752,0,1960,11302,141,3856,1989,220,2625,362,1008,777,769,904,769,0.0998182762201453,0.1173416407061266,0.0998182762201453,21,1348,21,6,13,1,12,153,20,0,153,0.0849673202614379,0.0065359477124183,0.0784313725490196,1.0,0.130718954248366,0.0,1.0,260,217,25,176,1433,726,85,151,2,2,476,Malware,Spyware
F:\Run_1\1b87a51faddc166e36b1018f1fa7c02f6e35f9eccfef5e5a7def342afd1e36aa_spyware/raw/raw_2.bin,138,17,1011.1666666666666,137,0.0,6732,52.18604651162791,46974,355.8636363636364,0,1923,10545,136,3689,1665,219,2553,344,985,692,685,814,685,0.0937713894592744,0.1114305270362765,0.0937713894592744,21,1348,21,6,13,1,11,150,23,0,150,0.0866666666666666,0.0066666666666666,0.0733333333333333,1.0,0.1533333333333333,0.0,1.0,265,223,25,176,1433,721,86,154,2,2,475,Malware,Spyware
F:\Run_1\1d94c9dc4102a5fd0a7efa7726aceecfcb4917ffd863ca6c379a3a6ad30bb291_spyware/raw/raw_0.bin,151,17,13.90728476821192,149,0.0,7808,53.84827586206897,54895,373.4353741496599,0,2090,12519,157,4206,2499,355,2854,371,1044,1197,667,814,667,0.0792349726775956,0.0966975528629128,0.0792349726775956,22,1347,22,6,8,0,5,158,15,0,158,0.050632911392405,0.0,0.0316455696202531,1.0,0.0949367088607595,0.0,1.0,258,217,17,175,1401,707,84,146,2,2,380,Malware,Spyware
F:\Run_1\1d94c9dc4102a5fd0a7efa7726aceecfcb4917ffd863ca6c379a3a6ad30bb291_spyware/raw/raw_1.bin,122,17,2160.1393442622957,121,0.0,5678,50.24778761061947,44082,380.0172413793104,0,1808,9946,125,3276,1771,294,2262,332,887,765,671,785,671,0.1063391442155309,0.1244057052297939,0.1063391442155309,21,1341,21,6,39,1,5,159,20,0,159,0.2452830188679245,0.0062893081761006,0.0314465408805031,1.0,0.1257861635220125,0.0,1.0,258,217,25,175,1381,697,85,148,2,2,394,Malware,Spyware
F:\Run_1\1d94c9dc4102a5fd0a7efa7726aceecfcb4917ffd863ca6c379a3a6ad30bb291_spyware/raw/raw_2.bin,154,18,9.675324675324676,151,0.0,7514,52.18055555555556,52662,355.8243243243243,0,2071,11678,154,4067,1837,356,2758,376,1050,775,865,1009,865,0.1057327955017724,0.12333455567779,0.1057327955017724,21,1341,21,6,10,2,7,163,18,0,163,0.0613496932515337,0.0122699386503067,0.0429447852760736,1.0,0.1104294478527607,0.0,1.0,264,223,25,175,1425,722,84,152,2,2,393,Malware,Spyware
F:\Run_1\2d5823e47a76ecf8eece6cefd85885098687ae9f0cd4c51729920df84f4fdb56_spyware/raw/raw_0.bin,149,17,13.476510067114091,149,0.0,7844,54.47222222222222,53400,368.2758620689655,0,2021,12205,152,4128,2373,338,2832,382,1061,1092,451,645,451,0.0546799224054316,0.0782007759456838,0.0546799224054316,22,1351,22,6,11,1,7,160,19,0,160,0.06875,0.00625,0.04375,1.0,0.11875,0.0,1.0,258,217,25,175,1490,783,84,151,2,2,391,Malware,Spyware
F:\Run_1\2d5823e47a76ecf8eece6cefd85885098687ae9f0cd4c51729920df84f4fdb56_spyware/raw/raw_1.bin,145,17,11.151724137931035,145,0.0,7636,54.15602836879432,51404,362.0,0,1995,11564,147,3953,2027,331,2617,390,1051,894,438,582,438,0.0543154761904761,0.072172619047619,0.0543154761904761,22,1351,22,6,12,1,11,157,19,0,157,0.0764331210191082,0.0063694267515923,0.0700636942675159,1.0,0.1210191082802547,0.0,1.0,258,217,25,175,1419,721,84,155,2,2,398,Malware,Spyware
F:\Run_1\2d5823e47a76ecf8eece6cefd85885098687ae9f0cd4c51729920df84f4fdb56_spyware/raw/raw_2.bin,143,18,9.776223776223777,143,0.0,7384,54.294117647058826,49514,358.7971014492754,0,1948,11066,142,3830,1693,322,2586,360,1032,749,435,571,435,0.0563106796116504,0.0739158576051779,0.0563106796116504,22,1351,22,6,17,0,14,160,27,0,160,0.10625,0.0,0.0875,1.0,0.16875,0.0,1.0,264,223,25,175,1467,748,84,156,2,2,386,Malware,Spyware
F:\Run_1\2e405d7501cf30dd03f0c62f025a86ab778e8093df265f6b9874f80714ce945e_spyware/raw/raw_0.bin,130,17,13.346153846153848,129,0.0,6212,49.696,43661,349.288,0,1777,10164,132,3169,1978,286,1964,334,919,758,348,471,348,0.0552468645816796,0.0747737736148595,0.0552468645816796,22,1346,22,6,12,0,5,142,16,0,142,0.0845070422535211,0.0,0.0352112676056338,1.0,0.1126760563380281,0.0,1.0,257,217,25,175,1498,767,92,152,2,2,383,Malware,Spyware
F:\Run_1\2e405d7501cf30dd03f0c62f025a86ab778e8093df265f6b9874f80714ce945e_spyware/raw/raw_1.bin,153,17,11.555555555555555,152,0.0,8044,54.35135135135136,60600,406.71140939597313,0,3733,13125,172,4565,2364,348,3506,430,1165,970,600,750,600,0.0705965407695023,0.0882456759618778,0.0705965407695023,22,1346,22,6,7,1,7,160,15,0,160,0.04375,0.00625,0.04375,1.0,0.09375,0.0,1.0,259,217,17,175,1444,737,90,150,2,2,400,Malware,Spyware
F:\Run_1\2e405d7501cf30dd03f0c62f025a86ab778e8093df265f6b9874f80714ce945e_spyware/raw/raw_2.bin,144,17,9.444444444444445,143,0.0,7414,53.33812949640288,49841,356.00714285714287,0,1995,11180,148,3875,1706,325,2584,360,1036,737,451,590,451,0.0582837942620832,0.0762470922719048,0.0582837942620832,22,1346,22,6,8,0,8,152,15,0,152,0.0526315789473684,0.0,0.0526315789473684,1.0,0.0986842105263157,0.0,1.0,264,223,25,175,1445,737,89,152,2,2,397,Malware,Spyware
F:\Run_1\3a5df5e2ea2cab2de87bbaa4c3e20684daf50245cf6738c5124fcb848a4b2827_spyware/raw/raw_0.bin,130,17,13.86923076923077,129,0.0,6479,51.832,0,0.0,0,0,0,0,0,0,0,0,0,0,0,390,513,390,0.0587880615013566,0.0773289116671691,0.0587880615013566,22,1346,22,6,35,1,11,164,20,0,164,0.2134146341463414,0.0060975609756097,0.0670731707317073,1.0,0.1219512195121951,0.0,1.0,258,217,25,175,1483,782,84,147,2,2,385,Malware,Spyware
F:\Run_1\3a5df5e2ea2cab2de87bbaa4c3e20684daf50245cf6738c5124fcb848a4b2827_spyware/raw/raw_1.bin,150,17,11.466666666666669,148,0.0,7652,53.51048951048951,52693,360.9109589041096,0,2083,11922,149,4018,2162,347,2730,393,1057,884,559,701,559,0.0686985375445495,0.0861496866166892,0.0686985375445495,22,1346,22,6,16,0,14,165,25,0,165,0.0969696969696969,0.0,0.0848484848484848,1.0,0.1515151515151515,0.0,1.0,258,217,25,175,1415,718,84,154,2,2,398,Malware,Spyware
F:\Run_1\3a5df5e2ea2cab2de87bbaa4c3e20684daf50245cf6738c5124fcb848a4b2827_spyware/raw/raw_2.bin,146,17,9.86986301369863,144,0.0,7436,53.49640287769784,51775,369.82142857142856,0,2083,11952,143,3907,1784,326,2615,357,1057,791,659,796,659,0.0856400259909031,0.1034437946718648,0.0856400259909031,7,10,7,4,29,1,12,173,26,0,173,0.1676300578034682,0.0057803468208092,0.0693641618497109,1.0,0.1502890173410404,0.0,1.0,268,223,25,175,1405,716,80,147,2,2,479,Malware,Spyware
F:\Run_1\3bab265b48e6bb91db54d1eb457851df217e3ecc2c7c913c29d560db2b491c72_spyware/raw/raw_0.bin,127,17,44.8503937007874,125,0.0,5881,49.00833333333333,41458,342.6280991735537,0,1721,9681,125,3049,1840,285,1807,324,886,738,350,472,350,0.0562881955612737,0.0759086522997748,0.0562881955612737,22,1347,22,6,7,1,6,133,15,0,133,0.0526315789473684,0.0075187969924812,0.0451127819548872,1.0,0.112781954887218,0.0,1.0,257,217,25,175,1450,735,85,148,2,2,371,Malware,Spyware
F:\Run_1\3bab265b48e6bb91db54d1eb457851df217e3ecc2c7c913c29d560db2b491c72_spyware/raw/raw_1.bin,131,16,10.206106870229007,130,0.0,6302,49.62204724409449,43357,338.7265625,0,1791,9865,130,3269,1573,299,1960,350,946,782,388,516,388,0.0580925288216798,0.0772570744123371,0.0580925288216798,22,1347,22,6,4,0,5,135,11,0,135,0.0296296296296296,0.0,0.037037037037037,1.0,0.0814814814814814,0.0,1.0,257,217,17,175,1503,764,85,161,2,2,391,Malware,Spyware
F:\Run_1\3bab265b48e6bb91db54d1eb457851df217e3ecc2c7c913c29d560db2b491c72_spyware/raw/raw_2.bin,129,16,8.627906976744185,128,0.0,6133,49.45967741935484,41668,333.344,0,1752,9411,128,3165,1340,290,1898,328,938,665,382,508,382,0.0586969883220651,0.0780577750460971,0.0586969883220651,22,1347,22,6,7,0,7,136,15,0,136,0.0514705882352941,0.0,0.0514705882352941,1.0,0.1102941176470588,0.0,1.0,69,29,25,175,1517,770,85,163,2,2,387,Malware,Spyware
F:\Run_1\3e8a0aea0ec65bb5188b7d252db6f7a76d9afc0831b5a21ec5c5e024a712f828_spyware/raw/raw_0.bin,132,17,13.181818181818182,131,0.0,5970,48.53658536585366,43238,337.796875,0,1755,10073,127,3147,1995,299,1857,328,891,734,479,604,479,0.0754211935128326,0.0951031333648244,0.0754211935128326,23,1615,23,6,7,0,7,138,13,0,138,0.0507246376811594,0.0,0.0507246376811594,1.0,0.0942028985507246,0.0,1.0,257,217,25,175,1452,729,88,147,2,2,379,Malware,Spyware
F:\Run_1\3e8a0aea0ec65bb5188b7d252db6f7a76d9afc0831b5a21ec5c5e024a712f828_spyware/raw/raw_1.bin,147,17,11.578231292517009,146,0.0,7486,52.71830985915493,50445,355.2464788732394,0,1979,11342,142,3876,2106,333,2648,367,1013,827,478,622,478,0.060506329113924,0.0787341772151898,0.060506329113924,23,1615,23,6,12,1,14,159,20,0,159,0.0754716981132075,0.0062893081761006,0.0880503144654088,1.0,0.1257861635220125,0.0,1.0,257,217,25,175,1455,737,85,156,2,2,391,Malware,Spyware
F:\Run_1\3e8a0aea0ec65bb5188b7d252db6f7a76d9afc0831b5a21ec5c5e024a712f828_spyware/raw/raw_2.bin,135,17,9.096296296296297,134,0.0,6554,50.8062015503876,44621,343.23846153846154,0,1835,10000,129,3379,1526,302,2241,324,942,656,417,547,417,0.0599827387802071,0.0786823935558112,0.0599827387802071,23,1615,23,6,15,1,16,150,24,0,150,0.1,0.0066666666666666,0.1066666666666666,1.0,0.16,0.0,1.0,263,223,25,175,1460,738,85,156,2,2,387,Malware,Spyware
F:\Run_1\3f04fed95bbe65e4245c640f73c72e9a6f3abd0bebb6873e25b1680ecb6e46ca_spyware/raw/raw_0.bin,146,20,13.273972602739724,146,0.0,7660,54.326241134751776,51800,364.7887323943662,0,1971,11800,147,3993,2366,340,2967,370,795,809,425,568,425,0.0530785562632696,0.0709379293118521,0.0530785562632696,23,1619,23,6,18,0,7,163,18,0,163,0.1104294478527607,0.0,0.0429447852760736,1.0,0.1104294478527607,0.0,1.0,258,217,25,176,1437,726,85,151,2,2,478,Malware,Spyware
F:\Run_1\3f04fed95bbe65e4245c640f73c72e9a6f3abd0bebb6873e25b1680ecb6e46ca_spyware/raw/raw_1.bin,141,20,10.23404255319149,141,0.0,7263,53.40441176470589,49058,358.0875912408759,0,1938,11163,140,3758,1836,326,2724,353,789,772,431,569,431,0.0561856342067527,0.0741754660409333,0.0561856342067527,23,1619,23,6,11,0,12,152,20,0,152,0.0723684210526315,0.0,0.0789473684210526,1.0,0.131578947368421,0.0,1.0,258,217,25,176,1464,754,85,152,2,2,474,Malware,Spyware
F:\Run_1\3f04fed95bbe65e4245c640f73c72e9a6f3abd0bebb6873e25b1680ecb6e46ca_spyware/raw/raw_2.bin,148,23,9.391891891891891,147,0.0,7529,53.77857142857143,50609,358.9290780141844,0,2035,11334,144,3922,1740,334,2883,338,814,772,438,579,438,0.0560173935285842,0.0740503900754572,0.0560173935285842,22,1616,22,6,18,1,13,166,27,0,166,0.108433734939759,0.0060240963855421,0.0783132530120482,1.0,0.1626506024096385,0.0,1.0,264,223,25,176,1508,774,86,162,2,2,481,Malware,Spyware
F:\Run_1\3f11f61a14aef14bc2321d0c221ae26a227de29a69bd338cb40df0d0b7701ef3_spyware/raw/raw_0.bin,142,19,12.78169014084507,142,0.0,7183,52.43065693430657,49767,360.6304347826087,0,2182,11498,142,3783,2239,318,2583,340,973,852,400,539,400,0.0528262017960908,0.0711833069202324,0.0528262017960908,22,1351,22,6,9,0,10,151,17,0,151,0.0596026490066225,0.0,0.0662251655629139,1.0,0.1125827814569536,0.0,1.0,258,217,25,175,1431,726,84,149,2,2,389,Malware,Spyware
